id;produit;nom;siret;adresse;tel;fax;contact_nom;contact_mail;reconnaissance;prez;motscles
11500;Alsace grand cru Kastelberg sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B019D12;
11501;Alsace grand cru Kastelberg sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B019D13;
11502;Alsace grand cru Kastelberg sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B019D14;
11503;Alsace grand cru Kastelberg vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B019D21;
11504;Alsace grand cru Kastelberg vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B019D22;
11505;Alsace grand cru Kastelberg vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B019D23;
11506;Alsace grand cru Kastelberg vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B019D24;
11507;Alsace grand cru Kastelberg vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B019D20;
11508;Alsace grand cru Kastelberg Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B019S00;
11509;Alsace grand cru Kastelberg sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B019D10;
11510;Alsace grand cru Kastelberg Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B019S 2;
11511;Alsace grand cru Kessler Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B020S 1;
11512;Alsace grand cru Kessler Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B020S 2;
11513;Alsace grand cru Kessler Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B020S00;
11514;Alsace grand cru Kessler Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B020D13;
11515;Alsace grand cru Kessler Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B020S 4;
11516;Alsace grand cru Kessler sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B020D11;
11517;Alsace grand cru Kessler sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B020D12;
11518;Alsace grand cru Kessler sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B020D10;
11519;Alsace grand cru Kessler sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B020S 3;
11520;Alsace grand cru Kessler sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B020D14;
11521;Alsace grand cru Kessler vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B020D21;
11522;Alsace grand cru Kessler vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B020D22;
11523;Alsace grand cru Kessler vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B020D20;
11524;Alsace grand cru Kessler vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B020D23;
11525;Alsace grand cru Kessler vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B020D24;
11526;Alsace grand cru Kirchberg de Barr Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B021S 1;
11527;Alsace grand cru Kirchberg de Barr Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B021S 2;
11528;Alsace grand cru Kirchberg de Barr Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B021S00;
11529;Alsace grand cru Kirchberg de Barr Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B021S 3;
11530;Alsace grand cru Kirchberg de Barr Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B021S 4;
11531;Alsace grand cru Kirchberg de Barr sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B021D11;
11532;Alsace grand cru Kirchberg de Barr sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B021D12;
11533;Alsace grand cru Kirchberg de Barr sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B021D10;
11534;Alsace grand cru Kirchberg de Barr sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B021D13;
11535;Alsace grand cru Kirchberg de Barr sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B021D14;
11536;Alsace grand cru Kirchberg de Barr vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B021D21;
11537;Alsace grand cru Kirchberg de Barr vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B021D22;
11538;Alsace grand cru Kirchberg de Barr vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B021D20;
11539;Alsace grand cru Kirchberg de Barr vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B021D23;
11540;Alsace grand cru Kirchberg de Barr vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B021D24;
11541;Alsace grand cru Kirchberg de Ribeauvillé Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B022S 1;
11542;Alsace grand cru Kirchberg de Ribeauvillé Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B022S 2;
11543;Alsace grand cru Kirchberg de Ribeauvillé Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B022S00;
11544;Alsace grand cru Kirchberg de Ribeauvillé Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B022S 3;
11545;Alsace grand cru Kirchberg de Ribeauvillé Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B022S 4;
11546;Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B022D11;
11547;Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B022D12;
11548;Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B022D10;
11549;Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B022D13;
11550;Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B022D14;
11551;Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B022D21;
11552;Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B022D22;
11553;Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B022D20;
11554;Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B022D23;
11555;Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B022D24;
11566;Alsace grand cru Kitterlé Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B023S 1;
11567;Alsace grand cru Kitterlé Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B023S 2;
11568;Alsace grand cru Kitterlé Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B023S 3;
11569;Alsace grand cru Kitterlé Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B023S00;
11580;Alsace grand cru Kitterlé Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B023S 4;
11581;Alsace grand cru Kitterlé sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B023D11;
11582;Alsace grand cru Kitterlé sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B023D12;
