Statut CE,Statut FR,Appellation,Dénomination,Produit,Catégorie générale,Sous Catégorie,Couleur,Sucrosité,Mention,Code INAO,url site
IGP - Indication géographique protégée,,Pays d'Oc,Pays d'Oc,Pays d'Oc mousseux de qualité blanc,Vins,Vin mousseux,Blanc,,Régional,3B001M,http://www.inao.gouv.fr/produit/14261
IGP - Indication géographique protégée,,Pays d'Oc,Pays d'Oc,Pays d'Oc gris de gris,Vins,Vin tranquille,Gris,,Régional,3S001,http://www.inao.gouv.fr/produit/14260
IGP - Indication géographique protégée,,Pays d'Oc,Pays d'Oc,Pays d'Oc blanc,Vins,Vin tranquille,Blanc,,Régional,3B001,http://www.inao.gouv.fr/produit/14259
IGP - Indication géographique protégée,,Pays d'Oc,Pays d'Oc,Pays d'Oc gris,Vins,Vin tranquille,Gris,,Régional,3S001,http://www.inao.gouv.fr/produit/14258
IGP - Indication géographique protégée,,Vin des Allobroges,Vin des Allobroges,Vin des Allobroges surmûris blanc,Vins,Vin tranquille,Blanc,,Zone,3B732U,http://www.inao.gouv.fr/produit/14257
IGP - Indication géographique protégée,,Vin des Allobroges,Vin des Allobroges,Vin des Allobroges rouge,Vins,Vin tranquille,Rouge,,Zone,3R732,http://www.inao.gouv.fr/produit/14256
IGP - Indication géographique protégée,,Vin des Allobroges,Vin des Allobroges,Vin des Allobroges rosé,Vins,Vin tranquille,Rosé,,Zone,3S732,http://www.inao.gouv.fr/produit/14255
IGP - Indication géographique protégée,,Vin des Allobroges,Vin des Allobroges,Vin des Allobroges passerillé blancs,Vins,Vin tranquille,Blanc,,Zone,3B732I,http://www.inao.gouv.fr/produit/14254
IGP - Indication géographique protégée,,Vin des Allobroges,Vin des Allobroges,Vin des Allobroges mousseux de qualité rosé,Vins,Vin mousseux,Rosé,,Zone,3S732M,http://www.inao.gouv.fr/produit/14253
IGP - Indication géographique protégée,,Vin des Allobroges,Vin des Allobroges,Vin des Allobroges mousseux de qualité blanc,Vins,Vin mousseux,Blanc,,Zone,3B732M,http://www.inao.gouv.fr/produit/14252
IGP - Indication géographique protégée,,Vin des Allobroges,Vin des Allobroges,Vin des Allobroges blanc,Vins,Vin tranquille,Blanc,,Zone,3B732,http://www.inao.gouv.fr/produit/14251
IGP - Indication géographique protégée,,Bergamotes de Nancy,Bergamotes de Nancy,Bergamote de Nancy,Produits de boulangerie pâtisserie confiserie ou biscuiterie,Confiserie,,,,,http://www.inao.gouv.fr/produit/14242
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Mercurey,Mercurey Premier Cru Clos des Montaigus,Mercurey premier cru Clos du Château de Montaigu rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R382 35,http://www.inao.gouv.fr/produit/14237
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Mercurey,Mercurey Premier Cru Clos des Montaigus,Mercurey premier cru Clos des Montaigus rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R382 34,http://www.inao.gouv.fr/produit/14235
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Laguiole,Laguiole,Laguiole,Fromages,Pâte pressée non cuite,,,,,http://www.inao.gouv.fr/produit/14231
IGP - Indication géographique protégée,,Ail fumé d'Arleux,Ail fumé d'Arleux,Ail fumé d'Arleux,Fruits légumes et céréales en l'état ou transformés,Bulbe,,,,,http://www.inao.gouv.fr/produit/14228
IGP - Indication géographique protégée,,Melon du Quercy,Melon du Quercy,Melon du Quercy,Fruits légumes et céréales en l'état ou transformés,Légume-fruit,,,,,http://www.inao.gouv.fr/produit/14227
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac vendanges tardives,Vins,Vin de vendanges tardives,Blanc,Doux,,1B128DVT,http://www.inao.gouv.fr/produit/14225
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac rouge primeur,Vins,Vin primeur,Rouge,Sec (usage),,1R128S 2,http://www.inao.gouv.fr/produit/14224
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac rouge,Vins,Vin tranquille,Rouge,Sec,,1R128S,http://www.inao.gouv.fr/produit/14223
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac rosé,Vins,Vin tranquille,Rosé,Sec,,1S128S,http://www.inao.gouv.fr/produit/14222
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac mousseux,Vins,Vin mousseux,Blanc,,,1B128M03,http://www.inao.gouv.fr/produit/14221
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac méthode ancestrale doux,Vins,Vin mousseux Méthode ancestrale,Blanc,Doux,,1B128M02,http://www.inao.gouv.fr/produit/14220
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac méthode ancestrale,Vins,Vin mousseux,Blanc,,,1B128M01,http://www.inao.gouv.fr/produit/14219
IGP - Indication géographique protégée,,Ail blanc de Lomagne,Ail blanc de Lomagne,Ail blanc de Lomagne,Fruits légumes et céréales en l'état ou transformés,Bulbe,,,,,http://www.inao.gouv.fr/produit/14207
,AOC - Appellation d'origine contrôlée,Vézelay,Vézelay,Vézelay,Vins,Vin tranquille,Blanc,Sec (usage),,1B386,http://www.inao.gouv.fr/produit/14200
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Bleu du Vercors-Sassenage,Bleu du Vercors-Sassenage,Bleu du Vercors-Sassenage,Fromages,Pâte persillée,,,,,http://www.inao.gouv.fr/produit/14199
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Pic Saint-Loup,Pic Saint-Loup,Pic Saint-Loup rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R479,http://www.inao.gouv.fr/produit/14186
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Pic Saint-Loup,Pic Saint-Loup,Pic Saint-Loup rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S479,http://www.inao.gouv.fr/produit/14185
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages,Côtes du Rhône Villages rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531,http://www.inao.gouv.fr/produit/14182
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Gadagne,Côtes du Rhône Villages Gadagne rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531S21,http://www.inao.gouv.fr/produit/14181
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Vaison-la-Romaine,Côtes du Rhône Villages Vaison-la-Romaine rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531S24,http://www.inao.gouv.fr/produit/14178
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Suze-la-Rousse,Côtes du Rhône Villages Suze-la-Rousse rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531S23,http://www.inao.gouv.fr/produit/14177
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Sainte-Cécile,Côtes du Rhône Villages Sainte-Cécile rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531S22,http://www.inao.gouv.fr/produit/14176
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Clairette de Die,Clairette de Die,Clairette de Die méthode ancestrale rosé,Vins,Vin mousseux Méthode ancestrale,Rosé,Doux,,1S523M 2,http://www.inao.gouv.fr/produit/14175
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac doux,Vins,Vin tranquille,Blanc,Doux,,1B128D,http://www.inao.gouv.fr/produit/14167
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac blanc primeur,Vins,Vin primeur,Blanc,Sec (usage),,1B128S 2,http://www.inao.gouv.fr/produit/14166
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gaillac,Gaillac,Gaillac blanc,Vins,Vin tranquille,Blanc,Sec,,1B128S,http://www.inao.gouv.fr/produit/14165
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Haut-Poitou,Haut-Poitou,Haut-Poitou rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R713S,http://www.inao.gouv.fr/produit/14164
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Haut-Poitou,Haut-Poitou,Haut-Poitou rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S713S,http://www.inao.gouv.fr/produit/14163
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Haut-Poitou,Haut-Poitou,Haut-Poitou blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B713S,http://www.inao.gouv.fr/produit/14162
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Sainte-Foy,Côtes de Bordeaux Sainte-Foy rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R168S01,http://www.inao.gouv.fr/produit/14157
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Sainte-Foy,Côtes de Bordeaux Sainte-Foy blanc sec,Vins,Vin tranquille,Blanc,Sec (usage),,1B168S01,http://www.inao.gouv.fr/produit/14156
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Sainte-Foy,Côtes de Bordeaux Sainte-Foy liquoreux,Vins,Vin de triees successives,Blanc,Doux,,1B168L01,http://www.inao.gouv.fr/produit/14155
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Sainte-Foy,Côtes de Bordeaux-Sainte-Foy moelleux,Vins,Vin tranquille,Blanc,Moelleux,,1B168D,http://www.inao.gouv.fr/produit/14154
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Châtillon-en-Diois,Châtillon-en-Diois,Châtillon-en-Diois rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R522,http://www.inao.gouv.fr/produit/14151
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Châtillon-en-Diois,Châtillon-en-Diois,Châtillon-en-Diois rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S522,http://www.inao.gouv.fr/produit/14150
IGP - Indication géographique protégée,,Brioche vendéenne,Brioche vendéenne,Brioche vendéenne,Produits de boulangerie pâtisserie confiserie ou biscuiterie,Viennoiserie,,,,,http://www.inao.gouv.fr/produit/14146
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saumur,Saumur,Saumur primeur ou nouveau rosé,Vins,Vin primeur,Rosé,,,1S206 01,http://www.inao.gouv.fr/produit/14145
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saumur,Saumur,Saumur rosé,Vins,Vin tranquille,Rosé,,,1S206,http://www.inao.gouv.fr/produit/14144
IGP - Indication géographique protégée,,Pays de Brive,Pays de Brive,Pays de Brive primeur ou nouveau blanc,Vins,Vin primeur,Blanc,,Départemental,3B191,http://www.inao.gouv.fr/produit/14115
IGP - Indication géographique protégée,,Pays de Brive,Pays de Brive,Pays de Brive surmûri blanc,Vins,Vin de raisins surmuris,Blanc,,Départemental,3B191U,http://www.inao.gouv.fr/produit/14114
IGP - Indication géographique protégée,,Pays de Brive,Pays de Brive,Pays de Brive surmûri rouge,Vins,Vin de raisins surmuris,Rouge,,Départemental,3R191U,http://www.inao.gouv.fr/produit/14113
IGP - Indication géographique protégée,,Pays de Brive,Pays de Brive,Pays de Brive rouge,Vins,Vin tranquille,Rouge,,Départemental,3R191,http://www.inao.gouv.fr/produit/14112
IGP - Indication géographique protégée,,Pays de Brive,Pays de Brive,Pays de Brive rosé,Vins,Vin tranquille,Rosé,,Départemental,3S191,http://www.inao.gouv.fr/produit/14111
IGP - Indication géographique protégée,,Pays de Brive,Pays de Brive,Pays de Brive blanc,Vins,Vin tranquille,Blanc,,Départemental,3B191,http://www.inao.gouv.fr/produit/14110
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Champagne,Champagne premier cru,Champagne premier cru,Vins,Vin mousseux,Blanc,,Premier cru,1B080M 1,http://www.inao.gouv.fr/produit/14109
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Champagne,Champagne grand cru,Champagne grand cru,Vins,Vin mousseux,Blanc,,Grand cru,1B080M 1,http://www.inao.gouv.fr/produit/14108
IGP - Indication géographique protégée,,Ardèche,Ardèche,Ardèche primeur ou nouveau rouge,Vins,Vin primeur,Rouge,,Départemental,3R071,http://www.inao.gouv.fr/produit/14107
IGP - Indication géographique protégée,,Ardèche,Ardèche,Ardèche primeur ou nouveau rosé,Vins,Vin primeur,Rosé,,Départemental,3S071,http://www.inao.gouv.fr/produit/14106
IGP - Indication géographique protégée,,Ardèche,Ardèche,Ardèche primeur ou nouveau blanc,Vins,Vin primeur,Blanc,,Départemental,3B071,http://www.inao.gouv.fr/produit/14105
IGP - Indication géographique protégée,,Ardèche,Ardèche Coteaux de l'Ardèche,Ardèche Coteaux de l'Ardèche rouge,Vins,Vin tranquille,Rouge,,Départemental,3R072,http://www.inao.gouv.fr/produit/14103
IGP - Indication géographique protégée,,Ardèche,Ardèche Coteaux de l'Ardèche,Ardèche Coteaux de l'Ardèche rosé,Vins,Vin tranquille,Rosé,,Départemental,3S072,http://www.inao.gouv.fr/produit/14102
IGP - Indication géographique protégée,,Ardèche,Ardèche Coteaux de l'Ardèche,Ardèche Coteaux de l'Ardèche primeur ou nouveau rouge,Vins,Vin primeur,Rouge,,Départemental,3R072,http://www.inao.gouv.fr/produit/14101
IGP - Indication géographique protégée,,Ardèche,Ardèche Coteaux de l'Ardèche,Ardèche Coteaux de l'Ardèche primeur ou nouveau rosé,Vins,Vin primeur,Rosé,,Départemental,3S072,http://www.inao.gouv.fr/produit/14100
IGP - Indication géographique protégée,,Ardèche,Ardèche Coteaux de l'Ardèche,Ardèche Coteaux de l'Ardèche primeur ou nouveau blanc,Vins,Vin primeur,Blanc,,Départemental,3B072,http://www.inao.gouv.fr/produit/14099
IGP - Indication géographique protégée,,Ardèche,Ardèche Coteaux de l'Ardèche,Ardèche Coteaux de l'Ardèche blanc,Vins,Vin tranquille,Blanc,,Départemental,3B072,http://www.inao.gouv.fr/produit/14098
,AOC - Appellation d'origine contrôlée,Corrèze,Coteaux de la Vézère,Corrèze Coteaux de la Vézère blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B169S01,http://www.inao.gouv.fr/produit/14097
,AOC - Appellation d'origine contrôlée,Corrèze,Coteaux de la Vézère,Corrèze Coteaux de la Vézère rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R169S01,http://www.inao.gouv.fr/produit/14096
,AOC - Appellation d'origine contrôlée,Corrèze,Corrèze,Corrèze vins de raisins passerillés vin de paille blanc,Vins,Vin de paille,Blanc,,,1B169L,http://www.inao.gouv.fr/produit/14095
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier rouge,Vins,Vin tranquille,Rouge,,Régional,3R031,http://www.inao.gouv.fr/produit/14092
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier rosé,Vins,Vin tranquille,Rosé,,Régional,3S031,http://www.inao.gouv.fr/produit/14091
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier primeur ou nouveau rouge,Vins,Vin primeur,Rouge,,Régional,3R031,http://www.inao.gouv.fr/produit/14090
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier primeur ou nouveau rosé,Vins,Vin primeur,Rosé,,Régional,3S031,http://www.inao.gouv.fr/produit/14089
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier primeur ou nouveau gris,Vins,Vin primeur,Rosé,,Régional,3S031,http://www.inao.gouv.fr/produit/14088
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier primeur ou nouveau blanc,Vins,Vin primeur,Blanc,,Régional,3B031,http://www.inao.gouv.fr/produit/14087
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier gris,Vins,Vin tranquille,Rosé,,Régional,3S031,http://www.inao.gouv.fr/produit/14086
IGP - Indication géographique protégée,,Val de Loire,Val de Loire Allier,Val de Loire Allier blanc,Vins,Vin tranquille,Blanc,,Régional,3B031,http://www.inao.gouv.fr/produit/14085
IGP - Indication géographique protégée,,Val de Loire,Val de Loire,Val de Loire rouge,Vins,Vin tranquille,Rouge,,Régional,3R009,http://www.inao.gouv.fr/produit/14084
IGP - Indication géographique protégée,,Val de Loire,Val de Loire,Val de Loire rosé,Vins,Vin tranquille,Rosé,,Régional,3S009,http://www.inao.gouv.fr/produit/14083
IGP - Indication géographique protégée,,Val de Loire,Val de Loire,Val de Loire gris,Vins,Vin tranquille,Rosé,,Régional,3S009,http://www.inao.gouv.fr/produit/14082
IGP - Indication géographique protégée,,Val de Loire,Val de Loire,Val de Loire blanc,Vins,Vin tranquille,Blanc,,Régional,3B009,http://www.inao.gouv.fr/produit/14081
IGP - Indication géographique protégée,,Coteaux du Cher et de l'Arnon,Coteaux du Cher et de l'Arnon,Coteaux du Cher et de l'Arnon rouge,Vins,Vin tranquille,Rouge,,Zone,3R182,http://www.inao.gouv.fr/produit/14080
IGP - Indication géographique protégée,,Coteaux du Cher et de l'Arnon,Coteaux du Cher et de l'Arnon,Coteaux du Cher et de l'Arnon rosé,Vins,Vin tranquille,Rosé,,Zone,3S182,http://www.inao.gouv.fr/produit/14079
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Oignon doux des Cévennes,Oignon doux des Cévennes,Oignon doux des Cévennes,Fruits légumes et céréales en l'état ou transformés,Bulbe,,,,,http://www.inao.gouv.fr/produit/14074
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Nectaire,Saint-Nectaire,Saint-Nectaire,Fromages,Pâte pressée non cuite,,,,,http://www.inao.gouv.fr/produit/14073
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence la Londe,Côtes de Provence la Londe blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B594S,http://www.inao.gouv.fr/produit/14072
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Nicolas-de-Bourgueil,Saint-Nicolas-de-Bourgueil,Saint-Nicolas-de-Bourgueil rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S221S,http://www.inao.gouv.fr/produit/14070
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence Sainte-Victoire,Côtes de Provence Sainte-Victoire rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R592S,http://www.inao.gouv.fr/produit/14069
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence Sainte-Victoire,Côtes de Provence Sainte-Victoire rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S592S,http://www.inao.gouv.fr/produit/14068
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence Pierrefeu,Côtes de Provence Pierrefeu rouge,Vins,Vin tranquille,Rouge,Sec,,1R595S,http://www.inao.gouv.fr/produit/14067
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence Pierrefeu,Côtes de Provence Pierrefeu rosé,Vins,Vin tranquille,Rosé,Sec,,1S595S,http://www.inao.gouv.fr/produit/14066
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence la Londe,Côtes de Provence la Londe rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R594S,http://www.inao.gouv.fr/produit/14065
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence la Londe,Côtes de Provence la Londe rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S594S,http://www.inao.gouv.fr/produit/14064
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence Fréjus,Côtes de Provence Fréjus rouge,Vins,Vin tranquille,Rouge,Sec,,1R593S,http://www.inao.gouv.fr/produit/14063
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Provence,Côtes de Provence Fréjus,Côtes de Provence Fréjus rosé,Vins,Vin tranquille,Rosé,Sec,,1S593S,http://www.inao.gouv.fr/produit/14062
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Francs,Côtes de Bordeaux Francs liquoreux,Vins,Vin de triees successives,Blanc,Doux,,1B106L01,http://www.inao.gouv.fr/produit/14057
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Francs,Côtes de Bordeaux Francs blanc sec,Vins,Vin tranquille,Blanc,Sec (usage),,1B106S01,http://www.inao.gouv.fr/produit/14056
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Castillon,Côtes de Bordeaux Castillon,Vins,Vin tranquille,Rouge,Sec (usage),,1R116S01,http://www.inao.gouv.fr/produit/14055
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Cadillac,Côtes de Bordeaux Cadillac,Vins,Vin tranquille,Rouge,Sec (usage),,1R167S,http://www.inao.gouv.fr/produit/14054
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Blaye,Côtes de Bordeaux Blaye rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R152S01,http://www.inao.gouv.fr/produit/14053
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux Blaye,Côtes de Bordeaux Blaye blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B152S01,http://www.inao.gouv.fr/produit/14052
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Bordeaux,Côtes de Bordeaux,Côtes de Bordeaux,Vins,Vin tranquille,Rouge,Sec,,1R120S,http://www.inao.gouv.fr/produit/14051
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Pantaléon-les-Vignes,Côtes du Rhône Villages Saint-Pantaléon-les-Vignes rosé,Vins,Vin tranquille,Rosé,Sec (usage),Villages,1S531 04,http://www.inao.gouv.fr/produit/14050
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Pantaléon-les-Vignes,Côtes du Rhône Villages Saint-Pantaléon-les-Vignes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Villages,1B531 04,http://www.inao.gouv.fr/produit/14049
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Maurice,Côtes du Rhône Villages Saint-Maurice rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531 03,http://www.inao.gouv.fr/produit/14048
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Maurice,Côtes du Rhône Villages Saint-Maurice rosé,Vins,Vin tranquille,Rosé,Sec (usage),Villages,1S531 03,http://www.inao.gouv.fr/produit/14047
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Maurice,Côtes du Rhône Villages Saint-Maurice blanc,Vins,Vin tranquille,Blanc,Sec (usage),Villages,1B531 03,http://www.inao.gouv.fr/produit/14046
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Gervais,Côtes du Rhône Villages Saint-Gervais rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531S13,http://www.inao.gouv.fr/produit/14045
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Gervais,Côtes du Rhône Villages Saint-Gervais rosé,Vins,Vin tranquille,Rosé,Sec (usage),Villages,1S531S13,http://www.inao.gouv.fr/produit/14044
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Gervais,Côtes du Rhône Villages Saint-Gervais blanc,Vins,Vin tranquille,Blanc,Sec (usage),Villages,1B531S13,http://www.inao.gouv.fr/produit/14043
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Sablet,Côtes du Rhône Villages Sablet rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531S12,http://www.inao.gouv.fr/produit/14042
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Sablet,Côtes du Rhône Villages Sablet rosé,Vins,Vin tranquille,Rosé,Sec (usage),Villages,1S531S12,http://www.inao.gouv.fr/produit/14041
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Sablet,Côtes du Rhône Villages Sablet blanc,Vins,Vin tranquille,Blanc,Sec (usage),Villages,1B531S12,http://www.inao.gouv.fr/produit/14040
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Rousset-les-Vignes,Côtes du Rhône Villages Rousset-les-Vignes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531 02,http://www.inao.gouv.fr/produit/14039
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Saint-Pantaléon-les-Vignes,Côtes du Rhône Villages Saint-Pantaléon-les-Vignes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R531 04,http://www.inao.gouv.fr/produit/14038
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Huile essentielle de lavande de Haute-Provence ou Essence de lavande de Haute-Provence,Huile essentielle de lavande de Haute-Provence ou Essence de lavande de Haute-Pr,Huile essentielle de lavande de Haute-Provence ou Essence de lavande de Haute-Provence,Huiles essentielles,Huile essentielle,,,,,http://www.inao.gouv.fr/produit/14037
IGP - Indication géographique protégée,,Mâche nantaise,Mâche nantaise,Mâche nantaise,Fruits légumes et céréales en l'état ou transformés,Salade,,,,,http://www.inao.gouv.fr/produit/14036
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Séguret,Côtes du Rhône Villages Séguret blanc,Vins,Vin tranquille,Blanc,Sec (usage),Villages,1B531S14,http://www.inao.gouv.fr/produit/14034
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes du Rhône Villages,Côtes du Rhône Villages Séguret,Côtes du Rhône Villages Séguret rosé,Vins,Vin tranquille,Rosé,Sec (usage),Villages,1S531S14,http://www.inao.gouv.fr/produit/14033
